customerID,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
2645-QTLMB,Month-to-month,Yes,Electronic check,94.25,669
4806-HIPDW,Month-to-month,Yes,Electronic check,68.95,68.95
1548-ARAGG,Month-to-month,Yes,Mailed check,58.5,224.85
6339-RZCBJ,Two year,No,Credit card (automatic),78.9,3771.5
4424-TKOPW,Month-to-month,Yes,Electronic check,93.85,196.75
4415-WNGVR,One year,Yes,Electronic check,79.2,943.85
2522-AHJXR,Month-to-month,Yes,Bank transfer (automatic),109.45,6572.85
0412-UCCNP,Two year,Yes,Electronic check,59.2,3175.85
1816-FLZDK,Month-to-month,No,Mailed check,29.15,29.15
7096-UCLNH,Month-to-month,No,Mailed check,20.05,20.05
8443-ZRDBZ,Month-to-month,Yes,Electronic check,76.05,318.9
9136-ALYBR,Month-to-month,Yes,Mailed check,24.45,24.45
4615-PIVVU,Two year,No,Credit card (automatic),66.5,2762.75
8885-QSQBX,Month-to-month,No,Bank transfer (automatic),49.55,49.55
7479-NITWS,Month-to-month,Yes,Credit card (automatic),89.35,631.85
8617-ENBDS,Month-to-month,Yes,Credit card (automatic),73.6,232.5
9385-NXKDA,Two year,Yes,Credit card (automatic),82.65,5919.35
0430-IHCDJ,Month-to-month,Yes,Electronic check,49.0,749.25
2959-MJHIC,Month-to-month,Yes,Electronic check,80.35,307.4
6674-KVJHG,One year,No,Electronic check,25.2,245.15
1814-DKOLC,Month-to-month,No,Mailed check,25.45,134.75
4201-JMNGR,Month-to-month,Yes,Electronic check,55.8,55.8
9351-HXDMR,Two year,Yes,Credit card (automatic),110.9,8240.85
3537-HPKQT,Month-to-month,Yes,Credit card (automatic),77.75,4266.4
2129-ALKBS,Month-to-month,Yes,Electronic check,26.2,1077.5
5821-MMEIL,Two year,No,Bank transfer (automatic),19.9,1115.6
5960-WPXQM,Month-to-month,Yes,Electronic check,79.05,79.05
0684-AOSIH,Month-to-month,Yes,Electronic check,95.0,95
8260-NGFNY,Month-to-month,No,Mailed check,25.2,25.2
1309-XGFSN,One year,Yes,Electronic check,80.85,4079.55
1866-RZZQS,Month-to-month,Yes,Electronic check,98.4,4187.75
6968-URWQU,One year,Yes,Mailed check,56.35,2391.15
4742-TXUEX,Two year,No,Bank transfer (automatic),19.3,890.5
9631-XEYKE,Month-to-month,No,Bank transfer (automatic),50.4,137.25
8631-NBHFZ,Two year,No,Credit card (automatic),79.4,5154.6
1335-MXCSE,Two year,Yes,Credit card (automatic),55.25,3119.9
8873-TMKGR,One year,No,Mailed check,19.1,529.5
8800-JOOCF,Month-to-month,Yes,Electronic check,84.05,966.55
1469-LBJQJ,Month-to-month,Yes,Electronic check,105.2,6936.85
4958-XCBDQ,Month-to-month,Yes,Electronic check,101.4,3496.3
8337-UPOAQ,Month-to-month,Yes,Electronic check,89.8,914.3
0064-YIJGF,Month-to-month,Yes,Bank transfer (automatic),75.75,1929
2386-OWURY,Month-to-month,Yes,Electronic check,95.3,5817.7
1725-IQNIY,Two year,No,Bank transfer (automatic),109.75,6110.2
0310-VQXAM,Month-to-month,No,Mailed check,19.85,178.8
6598-RFFVI,One year,No,Credit card (automatic),19.3,28.3
3453-RTHJQ,Month-to-month,Yes,Electronic check,69.1,435
6712-OAWRH,Month-to-month,Yes,Electronic check,91.25,2351.8
6278-FEPBZ,Month-to-month,No,Mailed check,20.25,186.15
4280-DLSHD,Month-to-month,Yes,Mailed check,54.75,445.85
1508-DFXCU,Month-to-month,Yes,Electronic check,81.45,912
8614-VGMMV,Month-to-month,Yes,Electronic check,49.1,679.55
7868-BGSZA,One year,Yes,Electronic check,80.2,3581.6
2800-QQUSO,Month-to-month,Yes,Electronic check,100.3,4222.95
2930-UOTMB,Month-to-month,No,Credit card (automatic),65.25,1994.3
7973-DZRKH,Two year,Yes,Credit card (automatic),90.95,5930.05
5914-DVBWJ,Month-to-month,Yes,Electronic check,85.45,1505.85
7698-YFGEZ,Month-to-month,No,Mailed check,20.0,20
2533-QVMSK,Two year,Yes,Electronic check,94.1,5638.3
9773-PEQBZ,Month-to-month,No,Electronic check,79.85,797.25
8644-XLFBW,Month-to-month,Yes,Electronic check,71.65,71.65
0650-BWOZN,Month-to-month,Yes,Electronic check,73.55,1359.45
8625-AZYZY,Month-to-month,Yes,Electronic check,104.65,2542.45
7785-RDVIG,Month-to-month,No,Mailed check,19.3,54.7
9602-WCXPI,One year,No,Credit card (automatic),20.15,989.05
2903-YYTBW,Month-to-month,No,Electronic check,44.55,44.55
3620-MWJNE,Month-to-month,Yes,Mailed check,54.45,87.3
8573-JGCZW,One year,Yes,Bank transfer (automatic),19.65,351.55
6837-HAEVO,Two year,Yes,Electronic check,105.0,7297.75
6701-YVNQG,Two year,Yes,Credit card (automatic),88.7,6301.7
9306-CPCBC,Month-to-month,Yes,Electronic check,74.25,210.3
4304-XUMGI,Two year,Yes,Bank transfer (automatic),75.15,3822.45
9504-YAZWB,Two year,No,Mailed check,20.25,1048.45
8819-ZBYNA,Two year,Yes,Credit card (automatic),109.1,6393.65
6174-NRBTZ,One year,Yes,Bank transfer (automatic),30.75,1489.3
9481-IEBZY,Month-to-month,Yes,Credit card (automatic),112.9,8061.5
1833-VGRUM,Month-to-month,Yes,Electronic check,74.2,74.2
6137-NICCO,Month-to-month,Yes,Mailed check,94.05,518.75
9065-ZCPQX,Two year,No,Bank transfer (automatic),78.85,5763.15
6402-EJMWF,Month-to-month,Yes,Mailed check,55.3,238.5
3620-EHIMZ,Two year,No,Mailed check,19.35,1031.7
3213-VVOLG,Two year,No,Mailed check,25.35, 
6870-ECSHE,One year,No,Mailed check,20.45,34.8
8747-UDCOI,Two year,No,Bank transfer (automatic),19.35,1319.95
8374-XGEJJ,Month-to-month,Yes,Electronic check,101.0,4388.4
2656-TABEH,Month-to-month,Yes,Electronic check,100.2,420.2
6946-LMSQS,One year,Yes,Electronic check,89.05,2177.45
4626-OZDTJ,One year,Yes,Credit card (automatic),78.65,3950.85
9169-BSVIN,Month-to-month,No,Bank transfer (automatic),74.75,827.05
2325-ZUSFD,One year,Yes,Bank transfer (automatic),70.1,3913.3
8194-PEEBY,One year,No,Mailed check,19.9,533.5
6872-HXFNF,One year,No,Bank transfer (automatic),58.35,3756.45
3932-CMDTD,One year,Yes,Electronic check,105.65,443.9
7714-YXSMB,Month-to-month,Yes,Bank transfer (automatic),100.5,2599.95
8387-UGUSU,Month-to-month,No,Mailed check,20.05,284.3
1080-BWSYE,Two year,No,Credit card (automatic),25.65,1740.8
4039-HEUNW,Month-to-month,Yes,Electronic check,96.5,3436.1
1194-HVAIF,Month-to-month,No,Credit card (automatic),95.0,2462.55
0812-WUPTB,Month-to-month,No,Mailed check,70.85,70.85
3594-UVONA,One year,Yes,Credit card (automatic),85.95,3110.1
0004-TLHLJ,Month-to-month,Yes,Electronic check,73.9,280.85
1767-TGTKO,Month-to-month,Yes,Electronic check,45.45,411.75
8439-LTUGF,Month-to-month,Yes,Credit card (automatic),20.0,198.6
8805-JNRAZ,Month-to-month,No,Mailed check,49.2,103.7
5089-IFSDP,Two year,Yes,Bank transfer (automatic),109.45,6144.55
6418-HNFED,Two year,Yes,Credit card (automatic),83.25,4089.45
0206-OYVOC,Two year,Yes,Mailed check,19.25,864.2
7291-CDTMJ,Month-to-month,Yes,Bank transfer (automatic),19.65,19.65
7128-GGCNO,Month-to-month,No,Bank transfer (automatic),72.8,3249.4
0237-YFUTL,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8
7691-KGKGP,Month-to-month,No,Credit card (automatic),65.0,3363.8
6710-HSJRD,Month-to-month,Yes,Electronic check,114.1,7132.15
3675-EQOZA,Month-to-month,No,Bank transfer (automatic),20.65,93.55
0840-DCNZE,One year,Yes,Bank transfer (automatic),86.95,4138.9
1732-FEKLD,One year,Yes,Bank transfer (automatic),94.75,5121.75
9862-KJTYK,Month-to-month,Yes,Credit card (automatic),25.35,566.1
0479-HMSWA,Two year,Yes,Electronic check,105.45,2715.3
5854-KSRBJ,Two year,No,Mailed check,25.4,1782.05
0365-BZUWY,Month-to-month,Yes,Electronic check,102.55,1742.5
4817-VYYWS,Month-to-month,Yes,Electronic check,100.2,2983.8
5701-SVCWR,Month-to-month,No,Mailed check,24.0,24
3129-AAQOU,Two year,No,Mailed check,25.6,485.9
4922-CVPDX,Two year,Yes,Credit card (automatic),73.5,1905.7
1396-QWFBJ,Month-to-month,Yes,Bank transfer (automatic),74.05,1565.7
1357-BIJKI,One year,Yes,Electronic check,98.25,4858.7
1099-BTKWT,One year,Yes,Electronic check,54.4,3723.65
5299-SJCZT,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35
2018-PZKMU,Month-to-month,No,Electronic check,103.1,970.45
7340-KEFQE,Two year,No,Bank transfer (automatic),34.2,1782
4570-QHXHL,Month-to-month,Yes,Electronic check,43.75,405.7
2403-BCASL,One year,Yes,Electronic check,111.95,4534.9
7392-YYPYJ,Month-to-month,Yes,Electronic check,100.65,2415.95
2898-LSJGD,One year,Yes,Electronic check,55.95,1157.05
2223-GDSHL,Two year,Yes,Bank transfer (automatic),116.05,8297.5
7359-PTSXY,Month-to-month,No,Electronic check,45.75,45.75
9470-RTWDV,One year,Yes,Credit card (automatic),82.0,2083.1
2176-OSJUV,Two year,No,Bank transfer (automatic),65.15,4681.75
9348-YVOMK,Month-to-month,Yes,Credit card (automatic),44.8,176.2
8104-OSKWT,Month-to-month,Yes,Electronic check,79.8,1001.2
4521-YEEHE,Month-to-month,Yes,Electronic check,88.85,1594.75
4090-KPJIP,Month-to-month,Yes,Electronic check,74.95,212.4
3786-WOVKF,One year,Yes,Bank transfer (automatic),106.85,7677.4
4503-BDXBD,Month-to-month,No,Electronic check,74.95,815.5
6086-ESGRL,Month-to-month,No,Credit card (automatic),80.15,80.15
2592-HODOV,One year,No,Credit card (automatic),19.3,259.65
3886-CERTZ,One year,Yes,Electronic check,109.25,8109.8
7995-ZHHNZ,One year,No,Credit card (automatic),56.1,2386.85
3824-RHKVR,Month-to-month,No,Credit card (automatic),19.7,340.35
5816-SCGFC,Month-to-month,Yes,Mailed check,51.3,419.35
5989-AXPUC,Two year,No,Mailed check,118.6,7990.05
4979-HPRFL,Two year,No,Bank transfer (automatic),24.15,1402.25
8590-OHDIW,One year,No,Mailed check,20.3,749.35
8015-IHCGW,Two year,Yes,Electronic check,115.5,8425.15
2332-TODQS,One year,No,Credit card (automatic),25.05,1171.5
9278-VZKCD,Month-to-month,Yes,Electronic check,109.1,5647.95
8008-OTEZX,One year,No,Mailed check,19.65,708.8
2773-OVBPK,Two year,Yes,Bank transfer (automatic),111.3,7567.2
5999-LCXAO,Month-to-month,No,Mailed check,29.9,29.9
5206-XZZQI,Month-to-month,Yes,Mailed check,80.6,4348.1
4803-LBYPN,Month-to-month,No,Mailed check,20.8,635.9
5759-RCVCB,Month-to-month,No,Credit card (automatic),35.2,108.95
6372-RFVNS,Month-to-month,No,Electronic check,78.8,78.8
2139-FQHLM,Month-to-month,No,Mailed check,89.95,1682.4
8261-GWDBQ,Two year,Yes,Bank transfer (automatic),116.05,6925.9
1093-YSWCA,Two year,No,Credit card (automatic),19.55,223.15
8938-UMKPI,Month-to-month,Yes,Electronic check,106.4,5127.95
0991-BRRFB,Month-to-month,No,Electronic check,49.4,874.8
3882-IYOIJ,Two year,No,Credit card (automatic),115.25,6758.45
8749-TZYEC,Two year,No,Credit card (automatic),24.8,1874.3
1755-FZQEC,One year,No,Mailed check,19.9,791.15
3115-JPJDD,One year,Yes,Credit card (automatic),81.25,4639.45
5600-KTXFM,Month-to-month,No,Mailed check,69.95,143.9
3871-IKPYH,Month-to-month,No,Electronic check,69.1,69.1
6319-IEJWJ,Month-to-month,Yes,Electronic check,90.2,1776.55
9025-AOMKI,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4
6339-TBELP,Two year,Yes,Credit card (automatic),86.4,6172
7964-YESJC,Month-to-month,No,Mailed check,66.3,1559.45
6173-GOLSU,Month-to-month,Yes,Credit card (automatic),94.65,6079
5275-SQEIZ,Month-to-month,Yes,Mailed check,80.85,80.85
7716-YTYHG,One year,Yes,Mailed check,82.05,4029.95
9938-ZREHM,One year,No,Mailed check,72.1,2658.4
7950-XWOVN,Month-to-month,No,Mailed check,34.7,383.55
4390-KYULV,Month-to-month,Yes,Credit card (automatic),20.55,51.15
4647-MUZON,Month-to-month,Yes,Credit card (automatic),95.95,1745.5
9702-AIUJO,One year,Yes,Bank transfer (automatic),44.8,2230.85
8849-PRIQJ,One year,Yes,Electronic check,109.4,7281.6
8851-RAGOV,Month-to-month,Yes,Mailed check,71.05,1837.7
1304-NECVQ,Month-to-month,Yes,Electronic check,78.55,149.55
5396-IZEPB,Month-to-month,No,Credit card (automatic),19.7,180.7
1729-VLAZJ,One year,No,Mailed check,40.25,411.45
8285-ABVLB,Two year,No,Credit card (automatic),19.85,1328.35
0701-TJSEF,Month-to-month,Yes,Bank transfer (automatic),68.25,576.95
5712-VBOXD,Month-to-month,Yes,Credit card (automatic),20.15,68.45
6629-LADHQ,Month-to-month,No,Mailed check,50.95,123.05
8945-GRKHX,Month-to-month,No,Electronic check,78.65,78.65
1559-DTODC,Month-to-month,Yes,Bank transfer (automatic),25.15,468.35
4797-MIWUM,Month-to-month,Yes,Bank transfer (automatic),20.25,174.7
6959-UWKHF,Month-to-month,Yes,Electronic check,42.9,42.9
8720-RQSBJ,Month-to-month,No,Electronic check,44.0,44
4537-CIBHB,One year,No,Mailed check,20.25,172.35
3815-SLMEF,Month-to-month,No,Mailed check,34.25,139.35
5154-VEKBL,Month-to-month,No,Mailed check,58.5,539.85
4324-AHJKS,Month-to-month,No,Credit card (automatic),55.8,300.4
4355-CVPVS,One year,No,Bank transfer (automatic),88.9,4968
4495-LHSSK,Month-to-month,No,Mailed check,57.65,992.7
5655-JSMZM,Month-to-month,Yes,Electronic check,96.2,4718.25
5915-ANOEI,Two year,No,Mailed check,79.15,5536.5
9861-PDSZP,Two year,Yes,Credit card (automatic),108.05,7806.6
4505-EXZHB,Month-to-month,No,Electronic check,74.4,434.1
7225-CBZPL,Month-to-month,Yes,Electronic check,94.8,1563.9
6704-UTUKK,Month-to-month,Yes,Electronic check,45.9,1332.4
4587-VVTOX,Month-to-month,Yes,Electronic check,105.3,545.2
2019-HDCZY,Two year,No,Electronic check,102.6,6296.75
4652-NNHNY,Month-to-month,Yes,Bank transfer (automatic),73.85,1284.2
8788-DOXSU,One year,Yes,Bank transfer (automatic),61.35,3645.5
7404-JLKQG,Month-to-month,No,Electronic check,57.55,161.45
7421-ZLUPA,Month-to-month,Yes,Mailed check,29.25,226.95
8972-HJWNV,Month-to-month,Yes,Electronic check,84.55,646.85
3274-NSDWE,Two year,No,Credit card (automatic),19.6,1441.65
2632-IVXVF,Two year,No,Credit card (automatic),111.75,7511.3
3692-JHONH,One year,Yes,Electronic check,106.5,5621.85
8915-NNTRC,Two year,Yes,Credit card (automatic),107.7,7919.8
5914-GXMDA,One year,No,Mailed check,19.3,593.2
7463-IFMQU,Two year,No,Bank transfer (automatic),20.05,1423.65
2920-RNCEZ,Month-to-month,Yes,Credit card (automatic),69.95,69.95
2541-YGPKE,One year,No,Credit card (automatic),63.7,2763.35
8515-OCTJS,Two year,No,Credit card (automatic),24.75,692.1
5382-TEMLV,Month-to-month,Yes,Bank transfer (automatic),50.9,2298.55
3441-CGZJH,One year,Yes,Credit card (automatic),60.4,2640.55
9592-ERDKV,One year,No,Mailed check,79.25,2911.8
2860-RANUS,Month-to-month,Yes,Credit card (automatic),85.8,1727.5
5261-QSHQM,Month-to-month,Yes,Electronic check,24.45,86.6
4778-IZARL,Two year,Yes,Credit card (automatic),110.1,6705.7
0432-CAJZV,Month-to-month,No,Mailed check,90.7,237.65
7008-LZVOZ,Two year,Yes,Credit card (automatic),25.3,1672.35
8868-WOZGU,Month-to-month,Yes,Electronic check,105.7,2979.5
1200-TUZHR,Month-to-month,No,Electronic check,85.2,695.75
9365-CSLBQ,Two year,No,Mailed check,24.35,1654.6
1334-FJSVR,Month-to-month,Yes,Electronic check,24.25,24.25
5884-FBCTL,Two year,No,Bank transfer (automatic),25.1,1857.85
7130-CTCUS,Month-to-month,Yes,Bank transfer (automatic),54.55,825.1
6242-FEGFD,Two year,No,Mailed check,96.6,6424.25
7625-XCQRH,Month-to-month,Yes,Electronic check,76.5,837.95
6194-HBGQN,One year,Yes,Credit card (automatic),81.15,4126.2
7634-WSWDB,Month-to-month,Yes,Electronic check,38.5,330.8
6986-IXNDM,Month-to-month,Yes,Electronic check,92.9,1337.45
1731-TVIUK,Month-to-month,Yes,Electronic check,93.5,362.2
2987-BJXIK,Two year,No,Mailed check,84.7,5991.05
9769-TSBZE,Two year,No,Electronic check,66.0,4891.5
0406-BPDVR,One year,Yes,Credit card (automatic),101.5,5373.1
0618-XWMSS,Month-to-month,Yes,Bank transfer (automatic),74.9,2068.55
1395-WSWXR,Two year,No,Mailed check,20.75,487.05
6023-GSSXW,Two year,Yes,Credit card (automatic),61.45,4131.2
6752-APNJL,Month-to-month,No,Mailed check,54.5,2301.15
5276-KQWHG,Month-to-month,Yes,Electronic check,69.6,131.65
0420-HLGXF,Month-to-month,Yes,Electronic check,99.75,4036
7446-KQISO,Two year,Yes,Bank transfer (automatic),109.75,4900.65
9823-EALYC,Two year,Yes,Bank transfer (automatic),80.85,5727.45
0582-AVCLN,Two year,No,Mailed check,20.3,743.05
5803-NQJZO,Two year,Yes,Bank transfer (automatic),67.8,4804.65
2565-JSLRY,Month-to-month,Yes,Mailed check,24.05,24.05
2607-DHDAK,Two year,Yes,Credit card (automatic),19.8,1414.65
1073-XXCZD,Two year,No,Bank transfer (automatic),25.7,1443.65
0743-HRVFF,One year,Yes,Electronic check,56.15,2898.95
4006-HKYHO,Two year,Yes,Bank transfer (automatic),86.7,5309.5
3727-JEZTU,Month-to-month,No,Mailed check,20.4,20.4
8143-ETQTI,Two year,Yes,Mailed check,19.65,451.55
6689-KXGBO,Month-to-month,No,Electronic check,50.55,50.55
9667-TKTVZ,Month-to-month,Yes,Mailed check,54.35,117.05
3657-COGMW,Month-to-month,No,Credit card (automatic),108.1,5839.3
8570-KLJYJ,One year,No,Mailed check,54.45,1893.5
7754-IXRMC,Month-to-month,No,Mailed check,45.35,45.35
9473-CBZOP,One year,No,Mailed check,59.0,1654.45
2969-WGHQO,One year,No,Electronic check,69.45,477.05
6615-NGGZJ,Month-to-month,Yes,Electronic check,100.55,1415.55
4334-HOWRP,Two year,Yes,Credit card (automatic),64.95,4546
4255-DDUOU,Month-to-month,Yes,Mailed check,20.5,20.5
5863-OOKCL,Month-to-month,No,Mailed check,18.85,163.2
1686-STUHN,One year,No,Bank transfer (automatic),19.8,849.9
1329-VHWNP,Month-to-month,No,Bank transfer (automatic),25.05,189.95
2984-MIIZL,Month-to-month,Yes,Bank transfer (automatic),74.8,321.9
0266-GMEAO,Two year,Yes,Credit card (automatic),114.3,8058.55
5590-YRFJT,Month-to-month,Yes,Electronic check,24.45,482.8
5574-NXZIU,Two year,No,Credit card (automatic),109.2,7049.75
0019-GFNTW,Two year,No,Bank transfer (automatic),45.05,2560.1
4256-ZWTZI,Month-to-month,Yes,Mailed check,51.0,286.8
8309-PPCED,Two year,Yes,Bank transfer (automatic),110.45,7982.5
4098-NAUKP,Month-to-month,Yes,Electronic check,84.65,5683.6
5196-WPYOW,One year,No,Mailed check,60.05,3994.05
4608-LCIMN,Month-to-month,No,Bank transfer (automatic),44.65,369.15
1485-YDHMM,Month-to-month,Yes,Bank transfer (automatic),93.25,4631.7
4054-CUMIA,Month-to-month,Yes,Mailed check,20.25,401.95
0603-TPMIB,Two year,No,Mailed check,25.45,1534.05
2525-GVKQU,Two year,No,Mailed check,20.6,1093
8161-QYMTT,Month-to-month,Yes,Electronic check,94.1,701.3
9581-GVBXT,One year,No,Mailed check,34.8,1980.3
5862-BRIXZ,Two year,Yes,Bank transfer (automatic),60.75,2893.4
5404-GGUKR,Month-to-month,Yes,Electronic check,51.35,262.3
3308-JSGML,Two year,Yes,Credit card (automatic),64.05,3886.85
2126-GSEGL,Two year,Yes,Bank transfer (automatic),84.8,5917.55
3677-TNKIO,Month-to-month,Yes,Credit card (automatic),71.0,914
0440-QEXBZ,Month-to-month,Yes,Mailed check,50.15,2139.1
2434-EEVDB,Two year,Yes,Credit card (automatic),94.6,5948.7
6762-QVYJO,Two year,No,Mailed check,59.75,3624.35
6199-IWKGC,One year,No,Electronic check,100.25,4753.85
2675-DHUTR,Month-to-month,Yes,Electronic check,98.9,5780.7
8152-VETUR,Two year,Yes,Credit card (automatic),97.7,6869.7
9667-EQRXU,Month-to-month,Yes,Electronic check,40.3,1172.95
7446-YPODE,Month-to-month,No,Bank transfer (automatic),60.25,662.95
9522-BNTHX,Month-to-month,Yes,Electronic check,56.25,1765.95
4676-WLUHT,Two year,No,Bank transfer (automatic),46.2,2431.95
3329-WDIOK,Month-to-month,Yes,Electronic check,50.6,155.35
7980-MHFLQ,Two year,No,Mailed check,24.9,1859.2
2873-ZLIWT,Month-to-month,Yes,Electronic check,84.85,3303.05
3415-TAILE,Month-to-month,No,Mailed check,65.7,134.35
0757-WCUUZ,Two year,No,Credit card (automatic),63.35,3409.1
1629-DQQVB,Month-to-month,No,Bank transfer (automatic),50.1,709.5
1915-IOFGU,Month-to-month,No,Electronic check,70.5,70.5
3045-XETSH,Month-to-month,Yes,Electronic check,94.85,953.45
0374-AACSZ,Month-to-month,No,Electronic check,50.15,50.15
7239-HZZCX,Month-to-month,No,Mailed check,19.75,19.75
4872-VXRIL,One year,Yes,Bank transfer (automatic),64.65,3665.55
9140-CZQZZ,Two year,Yes,Bank transfer (automatic),79.6,5515.8
3423-HHXAO,One year,Yes,Mailed check,19.5,272
9938-TKDGL,Two year,Yes,Electronic check,99.55,6668
0531-ZZJWQ,Month-to-month,Yes,Electronic check,74.0,4052.4
6537-QLGEX,Month-to-month,Yes,Electronic check,38.9,664.4
2688-BHGOG,Month-to-month,Yes,Electronic check,79.55,718.55
7683-CBDKJ,Month-to-month,Yes,Electronic check,65.45,937.6
0946-CLJTI,Month-to-month,Yes,Electronic check,98.7,5812.6
3160-TYXLT,Month-to-month,Yes,Bank transfer (automatic),46.3,2546.85
1325-USMEC,Two year,Yes,Credit card (automatic),99.35,6944.5
0916-QOFDP,Month-to-month,Yes,Electronic check,95.8,1346.3
0628-CNQRM,One year,Yes,Bank transfer (automatic),67.5,1544.05
5606-AMZBO,Month-to-month,Yes,Credit card (automatic),78.15,765.15
6199-IPCAO,Two year,No,Mailed check,26.1,692.55
7665-TOALD,Month-to-month,Yes,Electronic check,69.6,69.6
0112-QWPNC,One year,No,Electronic check,84.35,4059.35
0324-BRPCJ,Month-to-month,Yes,Electronic check,100.2,6851.65
2777-PHDEI,Month-to-month,No,Electronic check,78.05,78.05
5640-CAXOA,One year,Yes,Credit card (automatic),40.35,1187.05
2235-EZAIK,Two year,No,Credit card (automatic),79.2,5401.9
3847-BAERP,Month-to-month,Yes,Mailed check,20.9,247
1196-AMORA,Month-to-month,No,Electronic check,73.6,520
4282-YMKNA,Month-to-month,Yes,Electronic check,74.75,706.6
1453-RZFON,Month-to-month,No,Mailed check,49.9,49.9
8263-OKETD,Month-to-month,Yes,Credit card (automatic),68.9,1370.35
0670-KDOMA,Month-to-month,Yes,Mailed check,20.25,20.25
2476-YGEFM,Month-to-month,Yes,Credit card (automatic),76.0,2215.25
8687-BAFGU,Month-to-month,No,Electronic check,74.0,74
0641-EVBOJ,Month-to-month,Yes,Mailed check,82.3,214.4
0829-XXPLX,Month-to-month,Yes,Bank transfer (automatic),89.4,1871.15
9974-JFBHQ,Month-to-month,Yes,Credit card (automatic),99.15,6171.2
5356-RHIPP,Month-to-month,Yes,Mailed check,20.2,20.2
6624-JDRDS,Month-to-month,No,Bank transfer (automatic),29.45,161.45
0608-JDVEC,Two year,No,Electronic check,19.8,1013.2
9780-FKVVF,Month-to-month,Yes,Bank transfer (automatic),59.15,336.7
1919-RTPQD,Month-to-month,No,Electronic check,44.75,333.65
5214-NLTIT,Two year,Yes,Credit card (automatic),90.8,6511.8
3345-PBBFH,Month-to-month,Yes,Bank transfer (automatic),49.55,393.45
5055-BRMNE,Two year,No,Credit card (automatic),106.7,7009.5
9189-JWSHV,Month-to-month,Yes,Electronic check,93.55,2264.05
2190-PHBHR,Two year,Yes,Credit card (automatic),94.45,6921.7
2650-GYRYL,One year,Yes,Bank transfer (automatic),19.45,600.25
0746-JTRFU,Month-to-month,Yes,Electronic check,25.05,56.35
5208-FVQKB,Two year,No,Mailed check,67.95,4664.15
7184-LRUUR,One year,No,Bank transfer (automatic),65.25,1441.8
6627-CFOSN,Month-to-month,Yes,Bank transfer (automatic),99.45,5623.7
3982-JGSFD,One year,Yes,Credit card (automatic),20.35,695.85
1574-DYCWE,Two year,No,Mailed check,19.95,1028.75
7247-XOZPB,One year,No,Bank transfer (automatic),77.4,4155.95
2466-FCCPT,One year,No,Bank transfer (automatic),19.7,395.6
6211-WWLTF,Two year,No,Credit card (automatic),99.7,6330.4
4826-TZEVA,Month-to-month,No,Credit card (automatic),74.8,2971.7
6016-NXBNJ,One year,Yes,Mailed check,19.15,638
9138-EFSMO,One year,No,Bank transfer (automatic),78.95,2034.25
0576-WNXXC,Month-to-month,Yes,Electronic check,95.55,2510.2
4632-XJMEX,One year,No,Credit card (automatic),62.85,3419.5
8910-LEDAG,Month-to-month,No,Credit card (automatic),71.55,2427.35
3452-GWUIN,Month-to-month,Yes,Electronic check,94.95,1760.25
2716-GFZOR,Month-to-month,Yes,Credit card (automatic),86.1,3551.65
3724-UCSHY,Month-to-month,No,Mailed check,19.55,122.9
8626-XHBIE,Two year,Yes,Mailed check,24.8,1424.2
4628-CTTLA,Month-to-month,Yes,Electronic check,39.3,2111.45
3192-LNKRK,Month-to-month,Yes,Mailed check,84.05,2909.95
4439-YRNVD,Month-to-month,No,Electronic check,36.25,374
2876-VBBBL,Month-to-month,Yes,Mailed check,20.25,20.25
6834-NXDCA,Month-to-month,Yes,Electronic check,23.9,300.8
2208-UGTGR,Month-to-month,No,Electronic check,98.6,5581.05
3005-TYFRD,Month-to-month,Yes,Credit card (automatic),103.65,5676.65
8670-MEFCP,Two year,Yes,Credit card (automatic),92.9,3379.25
3079-BCHLN,One year,No,Bank transfer (automatic),19.9,942.95
7777-UNYHB,Month-to-month,Yes,Credit card (automatic),20.1,232.4
5597-GLBUC,Month-to-month,Yes,Electronic check,85.45,85.45
7278-CKDNC,Month-to-month,Yes,Electronic check,80.5,2088.45
2748-MYRVK,One year,No,Bank transfer (automatic),99.9,6137
8450-UYIBU,Month-to-month,Yes,Electronic check,39.85,1434.6
2969-VAPYH,One year,No,Credit card (automatic),60.5,3870
4822-YCXMX,Month-to-month,Yes,Electronic check,84.8,2043.45
7181-OQCUT,Month-to-month,No,Mailed check,103.85,2215
8474-UMLNT,Month-to-month,No,Bank transfer (automatic),67.8,842.25
9821-POOTN,Month-to-month,Yes,Electronic check,75.2,2576.2
3836-FZSDJ,Two year,No,Bank transfer (automatic),24.85,1901
9142-XMYJH,Month-to-month,No,Credit card (automatic),19.35,601.6
6559-ILWKJ,Two year,No,Electronic check,49.35,3515.25
0187-QSXOE,Month-to-month,Yes,Electronic check,89.0,605.45
7733-UDMTP,Month-to-month,Yes,Electronic check,55.0,3094.05
2649-HWLYB,Two year,No,Bank transfer (automatic),76.15,4929.55
5214-CHIWJ,One year,No,Mailed check,20.3,595.05
4229-CZMLL,Month-to-month,Yes,Electronic check,74.9,469.8
6904-JLBGY,Two year,Yes,Credit card (automatic),117.35,8436.25
2465-BLLEU,Month-to-month,Yes,Mailed check,19.75,19.75
